ID,Nome,Localidade,Profissao
25356543,Wilson Mont'Alverne,Póvoa de Midões,Esteticista
13800934,Ac�rcio Teodoro,Várzea de Tavares,Segurança privado
57238985,Guilherme Rabelo,Gondemaria,Maquinista
29536160,Samanta Grillo,Ifanes,Designer gráfico
19807194,Ricardina R�go,Pópulo,Programador / Desenvolvedor de software
89441241,Benedito Domingos,Alvoco da Serra,Gestor de marketing
13594312,Dejanira Chamusca,Freixo da Serra,Juiz
35369097,Micaela Br�s,Pernes,Canalizador
31791797,Nadina Gomes,Cavernães,Especialista em inteligência artificial
36148283,Mavilde Pinho,Barcos,Fotógrafo
69501452,Daniela Filipe,Nine,Maquinista
16063427,Keila Rabelo,Queijas,Segurança privado
17738775,Adelaide Estrela,S. João de Lourosa,Farmacêutico
21760129,Lucinda Mendo�a,Mariz,Serralheiro
47882045,Hugo D�maso,Ribeira de Pena (Salvador),Auditor
36342291,Adelaide Paula,Vila Nova da Telha,Consultor financeiro
15146043,Berenice Leal,Sobrosa,Videógrafo
32500308,Lisandra Duarte,Matança,Fisioterapeuta
37146410,Neusa Cabreira,Bairradas,Técnico ambiental
36837130,Vilma Bacelar,Pendilhe,Freelancer
51745259,Matilde Caeira,Alenquer (Santo Estêvão),Cuidador de idosos
67490284,Nuno Loio,Almeirim,Relações públicas
13878484,N�bia Linares,Suçães,Nutricionista
56465468,Cosme Cach�o,Leitões,Biólogo
65105559,Orfeu Marreiro,Granja,Biólogo
51212859,M�rio Boeira,Fontelas,Investigador
31487386,Gertrudes Pimentel,Gandra,Influenciador digital
11923451,Leonel Capucho,Mendiga,Assistente social
40745445,Luzia Gir�o,Torres do Mondego,Cabeleireiro
28838906,D�ia Carvalho,Courel,Cabeleireiro
86076448,Rita Quintela,Vale do Seixo,Eletricista
80910811,�lvaro Boaventura,Fornos de Algodres,Assistente social
37729383,Jesabel Alvarenga,Mindelo,Pedreiro
78436139,Valentina Fraga,S. Sebastião da Pedreira,Engenheiro industrial
63180993,Aldina Novais,Lavre,Educador de infância
30373508,Lib�nio Varej�o,Barco,Procurador
46995604,V�gner J�come,Sortes,Cabeleireiro
22598466,Aparecida Arantes,A Ver-o-Mar,Veterinário
24021055,Graziela Loureiro,Ajude,Gestor de projetos IT
47787012,Ac�cia Chousa,S. Manços,Assistente dentário
68185905,Ricardina Lins,Lobelhe do Mato,Assistente dentário
46104662,Martim Teodoro,Arcos,Gestor
27161608,Petra Guterres,S. Miguel do Rio Torto,Dentista
58133723,Dores Le�o,Seroa,Formador profissional
91571467,Olinda Guilheiro,Espargo,Auxiliar de ação direta
38471524,Bernardete Teixeira,Sobreposta,Maquinista
47343868,Clara Vila-Ch�,Lagoa (Sta. Cruz),Auditor
26937642,Maristela Mafra,Salreu,Investigador
34681960,Dinorah G�is,Serrazes,Esteticista
14301197,Ivete Cortes�o,Salgueiro,Técnico de recursos humanos
32271270,C�ssio Mainha,Ermida,Maquinista
14368787,Sabino Lobato,Albergaria da Serra,Assistente dentário
40858609,Elaine Bezerril,Agrela,Cuidador de idosos
34935311,Edna Aldeia,Arca,Influenciador digital
21373884,Sheila Zagalo,Vilar de Mouros,Funcionário público
39574582,Tiago Guedes,Arcos de Valdevez (S. Paio),Especialista em cibersegurança
21195965,Jesus Maior,Funchal (S. Pedro),Administrador de sistemas
15006062,Miriam Var�o,Póvoa de Midões,Rececionista de hotel
22972645,Gildo Freitas,Assentiz,Veterinário
12857194,Patr�cio Avellar,Viariz,Engenheiro industrial
39642430,C�ssio Leite,Moimenta de Maceira Dão,Operador de máquinas
67588397,C�tia Macena,Pragal,Advogado
45419289,N�vea Brites,Foz do Arelho,Analista de investimentos
39459697,�ndia Sabrosa,Vila Franca,Enfermeiro
24721638,Valentim Guerra,Gondar,Relações públicas
19879707,V�nia Quintela,S. Pedro do Sul,Personal trainer
72752765,Orlanda Valadares,Arcos,Polícia
56147071,F�tima Vergueiro,Avanca,Militar
36070286,Get�lio Temes,Nesperal,Serralheiro
59431160,Ab�lio Conde,Carvalhais,Engenheiro industrial
16026062,Clementina Curado,Santo António,Esteticista
78674177,Ania Bezerra,Coração de Jesus,Técnico de manutenção
19586386,Geraldina Guedelha,933,Educador social
98161880,Sabino Salazar,Burgo,Videógrafo
60739356,Nuno Freiria,Lavradas,Juiz
70295112,Wilton Gaspar,Baraçal,DevOps engineer
52857420,Raquel Arouca,Moita,Explicador / tutor
19475552,Ivan Cavaco,Pessegueiro,Rececionista de hotel
55624217,Jacob Milheiri�o,Chorente,Professor
17321212,Dana Gabeira,Brandoa,Engenheiro industrial
15092326,Alma Fraga,Rocamondo,Engenheiro agrónomo
96436861,Belinda Porci�ncula,Marrazes,Técnico ambiental
28082818,Vanusa Jesus,Serra do Bouro,Engenheiro químico
22286767,Dagmar Guerreiro,Pedreira,Farmacêutico
64580353,Maximiliano Dotel,Adão,Animador turístico
68434987,B�rbara Cipriano,Marmelete,Notário
79814751,Wilson Pallos,Querença,Solicitador
87434442,Estela Leme,Carriço,Empreendedor
12259480,Ieda Frade,Baixa da Banheira,Escritor
85087600,Neli Mascarenhas,Parambos,Bombeiro
19688014,Felisberto Menezes,Funchal (S. Pedro),Engenheiro informático
44477901,Fernanda Coitinho,Ucanha,Designer gráfico
16730064,Constantino Furquim,Alijó,Gestor de e-commerce
54343200,Apolin�rio Madureira,Barca,Rececionista de hotel
31003447,Bartolomeu Fontoura,Ribeiros,Advogado
26784130,Belmiro Damascena,Moita,Guia turístico
78516253,Nivaldo Carvalhal,Ciladas,Soldador
38584753,Apol�nia Palma,Adoufe,Especialista em inteligência artificial
18856685,Quit�ria Barcelos,Anceriz,Guia turístico
70458583,Bryan Velasques,Fajã Grande,Gestor de e-commerce
94844199,Nat�rcia Marmou,Failde,Auxiliar de ação direta
47518025,Ricarda J�dice,Avidagos,Farmacêutico
45526520,Dora Guerra,Quelfes,Técnico de manutenção
12152791,Delfina Miera,Serpa (Sta. Maria),Piloto
27818061,Calebe Fran�a,Soutelo,Barman
83058619,Jonathan Andrade,Bilhó,Carpinteiro
16565338,Gast�o Vieira,Belver,Militar
26899681,Amador Covilh�,Malpica do Tejo,Juiz
66084819,Amaro Santana,Tropeço,Estafeta
16646701,Fl�r Cirne,Fiolhoso,Segurança privado
99134124,Serafim Castilho,Castelãos,Empreendedor
80159997,Salom�o Laranjeira,Pereiros,Segurança privado
16562324,Ad�rito Viana,Carnicães,Canalizador
90707777,Filipe Can�rio,Luz,Engenheiro eletrotécnico
11695803,Eva Filgueiras,Lourosa,Engenheiro civil
17224540,Francelina Gra�a,Penhascoso,Gestor de produto
13627302,Lina Garcez,Sago,Técnico de manutenção
34092063,Diva Laranjeira,Talhas,Biólogo
26732332,Eleut�rio Pardo,Rio de Moinhos,Bombeiro
36980286,Branca Costa,S. José da Lamarosa,Consultor financeiro
98258994,Delfina Tavares,Cartaxo,Veterinário
27968206,Virg�nia Borja,Rebordainhos,Rececionista de hotel
41663228,Quirina Menna,Bucos,Bombeiro
38871416,N�dia Britto,Marateca,Veterinário
71496973,Leticia Pimenta,Reboreda,Analista de investimentos
28807099,Hermes Arantes,Vilarinho do Monte,Solicitador
29389456,Marisela Granjeia,Sado,Técnico de radiologia
22280266,Consuelo Almeida,Geraz do Lima (Sta Maria),Professor
13159140,Corn�lia Rem�gio,Riodades,Psicólogo
24098496,Sebasti�o Areosa,Vila Nova de Famalicão,Gestor
16661428,Elizabeth Caneira,Labruge,Engenheiro químico
11933463,Neli Reino,Encarnação,Engenheiro agrónomo
99425242,Rudolfo Alancastre,2 071,Jornalista
19189848,Maximiliano Horta,Valongo de Milhais,Gestor de transportes
21835552,Edite Valad�o,Barreiros,Técnico de radiologia
72779942,Hirondina Soverosa,Vilar de Murteda,Funcionário público
13461681,Em�dio Trigueiro,Caldas da Rainha (Santo Onofre),Psicólogo
14745606,Herculano Valim,Sago,Esteticista
63168437,Cremilda Moniz,933,Técnico de manutenção
10078766,Dayse Pasos,Picão,Rececionista de hotel
20876113,Bernarda Cantanhede,Chavão,Técnico ambiental
19611442,Selma Bicudo,Quintela,Engenheiro informático
26192329,Karen Torquato,Sta. Luzia,Contabilista
40831460,Dorot�ia Ribeiro,Macieira de Cambra,Gestor de produto
80734781,Morgana Magalh�es,933,Operador de máquinas
19202531,Jandira Vilarinho,Tabuadelo,Segurança privado
12428038,D�ia Rabello,Vilela do Tâmega,Motorista
10795119,Emanuel Pedrozo,Olmos,Web designer
13844365,Lissa Talh�o,Pinheiro de Ázere,Consultor financeiro
34775682,Benjamim Moura,Bertiandos,Especialista em inteligência artificial
41775371,Eli Olivera,Bitarães,Engenheiro eletrotécnico
53625140,Din� Holanda,Mangualde da Serra,Segurança privado
27659131,Brandon Eir�,Beduído,Engenheiro industrial
24104755,Nadina Cerveira,Arruda dos Vinhos,Engenheiro mecânico
23108614,Rosa Salom�o,Sta. Catarina da Serra,Piloto
32179810,El�i Nascimento,Múrias,Freelancer
79007365,Linda Cruz,Peso da Régua,Músico
37296059,Sara Barros,Seara Velha,Veterinário
27503396,Neide Diniz,Fratel,Músico
17676686,B�rbara Castelhano,Cristelo,Designer gráfico
26992684,Ermengarda Alvim,Alvito (S. Pedro),Assistente dentário
66070614,Bas�lio Espartero,Pedraça,Funcionário público
67805425,An�bal Torcuato,Meia Via,Gestor de marketing
26672607,Keila Vargas,Alcanena,Estafeta
12031015,Ros�ria Lustosa,Álvora,Designer gráfico
62578656,Durval Costa,Azoia de Baixo,Ator
23006319,Corn�lia Barrocas,Montelavar,Designer gráfico
51155320,Luca Farias,Ramires,Auditor
52714502,Bonif�cio Azenha,Sá,Médico
84345331,Naomi J�come,Póvoa de Atalaia,Operador de máquinas
55582590,Filipe Rezende,Macinhata de Seixa,Economista
21525678,Naomi Henriques,Pombal,Maquinista
13347557,Silvano Figueiroa,Monte,Bombeiro
37638211,C�cero Bugalho,Boticas,Assistente social
47924995,Br�gido Seabra,Cambeses do Rio,Juiz
12720646,C�ndida Pasos,S. Miguel de Acha,Técnico de recursos humanos
39208534,Jussara Pallos,Sta. Maria de Belém,Técnico de recursos humanos
17787520,J� Berenguer,Ligares,Gestor de projetos IT
14289308,Hirondina Carrasqueira,Belide,Comercial / vendedor
28363443,Samanta Pasos,Coração de Jesus,Investigador
38577305,Eli Forte,Maia,Engenheiro eletrotécnico
32802661,Yara Mendo�a,Borba (Matriz),Influenciador digital
29918479,Florbela L�io,Mosteiro,Designer gráfico
48582677,Aponino Rivero,Bogas de Baixo,Pedreiro
27477457,Elaine Coelho,Armil,Nutricionista
47784755,Firmino Cordeiro,Seramil,Personal trainer
13367846,Amilcar Quintela,Orjais,Enfermeiro
16812526,Nataniel Alves,Cadaval,Engenheiro eletrotécnico
19732248,Adosindo Severiano,Ade,Formador profissional
12276727,Fausto Granjeia,Carregueiros,Videógrafo
45385309,Larissa Reino,Covas,Especialista em marketing digital
15813665,Frederico Loio,S. Brás,Auxiliar de ação direta
19336496,D�nia Pedrozo,Vila Seca,Engenheiro informático
42798766,Marta Almeida,Riba de Mouro,Enfermeiro
16234387,Cord�lia Foga�a,Vilar do Torno e Alentém,Escritor
15124373,Tom� �lvaro,Cova da Piedade,Programador / Desenvolvedor de software
13890873,Clodoaldo Belo,Lardosa,Especialista em marketing digital
30348961,Flor�ncia Santos,Peral,Agricultor
20845692,Arlete Jorge,Aradas,Jornalista
10767275,Dolores Britto,Matacães,Analista de dados
18448186,Nina Gravato,Sabacheira,Videógrafo
15729558,Benedita Carvalhais,Favões,Freelancer
44819981,Bas�lio Baptista,Prazeres,Polícia
19804107,Liliana Bulhosa,Palaçoulo,Engenheiro agrónomo
55015802,Miracema C�mara,Vale das Mós,Educador de infância
50896199,Sabina Peixoto,Arca,Pescador
74021497,Cord�lia Mourinho,S. Sebastião da Pedreira,Canalizador
22790411,Brandon Bicalho,S. Pedro de Castelões,Músico
50614473,Esa� Freixo,Corticeiro de Cima,Explicador / tutor
55046092,Armindo Matoso,Dardavaz,Cientista de dados
66221307,Caetana Vargas,Alverca da Beira,Influenciador digital
17645058,Susana Gois,S. Mateus da Calheta,Técnico ambiental
39450048,Ferdinanda Feitosa,Grijó,Auxiliar de ação direta
66890654,Felismina Bensa�de,Covelo,Investigador
33902712,Firmina Barroqueiro,Gatões,Solicitador
56760354,Am�rico Mainha,Olhão,Gestor de e-commerce
50424237,Ernane Vidigal,Almagreira,Diretor de hotel
14438421,Ma�sa Canejo,Celeirós,Cabeleireiro
24476068,Dinarte Sampaio,Canhoso,Analista de dados
10199565,Cleide Frade,Sta. Catarina,Formador profissional
47284099,Lancelote Sesimbra,Vila de Cucujães,Barman
15857687,Dina Souto,Salto,Pedreiro
55713601,Calebe Ferra�o,Cantar-Galo,Engenheiro civil
15067268,Bruno Lage,Podame,Canalizador
86437905,Elizeu Lisboa,Santarém (S. Nicolau),Investigador
67351229,Irene Mata,Marinha Grande,Agricultor
42558661,Gl�ria �lvaro,Cabeceiras de Basto,Bombeiro
28279822,Maximiliano Salazar,Estorãos,Engenheiro civil
41957437,L�lia Rabello,Vila Praia de Âncora,Cientista de dados
27963019,Dalva Pinhal,Estela,Empreendedor
16879771,Dores Silvestre,Santiago,Empreendedor
45828862,George Parafita,Olival de Basto,Esteticista
88018160,Quixote Loureiro,Torre de Coelheiros,Psicólogo
60274903,C�ssia Guedelha,Perais,Investigador
46104478,Virgolino Carromeu,Espinheiro,Analista de investimentos
44157096,Darlene Mafra,Canidelo,Empreendedor
98753892,Samanta Castelo Branco,Braga (S. João do Souto),Técnico ambiental
64147431,Isilda Salguero,Vila Frescaínha (S. Martinho),Solicitador
74035449,Ubirat� Nobre,Vale de Asnes,Engenheiro informático
27099781,Elen Cerveira,Requião,Personal trainer
26238844,Misael Alcoforado,Laranjeiro,Engenheiro químico
19225688,Dalva Naz�rio,Sta. Cruz do Lima,Diretor de hotel
11455471,Omar Igrejas,Lavre,Técnico administrativo
73797943,N�vea Figueiroa,Vila de Rei,Especialista em marketing digital
40270144,Hamilton Moraes,Reboreda,Engenheiro mecânico
11304141,Florival Pontes,Barcelos,Engenheiro mecânico
16351519,Valdir Frias,Orgens,Técnico administrativo
14433977,Gilda Orri�a,S. Bento de Ana Loura,Psicólogo
26440216,Lourdes Beltr�o,Oeiras e S. Julião da Barra,Cuidador de idosos
41971576,Kelly Franca,200,Nutricionista
19889791,Urraca Foga�a,Sta. Cruz,Auxiliar de ação direta
68973875,Marcos Barros,Oledo,Bombeiro
92713864,Tatiana Carvalhais,Cavalões,Escritor
30434590,N�dia Cavaco,Peral,Engenheiro químico
35440931,Ezequias Palhares,Fareja,Barman
59960511,Cibelli Frota,Desejosa,Estafeta
22199075,C�ntia Vilarim,Sabugueiro,Educador de infância
39521565,Dejanira Moraes,Vilar Seco,Dentista
65692176,Regina Curvelo,Morais,Freelancer
16259463,Ilda Taveiros,Almofala,Advogado
68098737,Obede Parracho,Frossos,Analista de investimentos
30570339,Constantino Marques,Casal de Loivos,Solicitador
13725616,Antero Jesus,Coentral,Engenheiro eletrotécnico
33517342,Luis Vilarim,Ucanha,Fisioterapeuta
83810451,Afonso Foga�a,Santana da Azinha,Técnico de radiologia
26916331,Djalma Carvalheira,Parada de Todeia,Babysitter
60647106,H�lder Maior,Vila de Rei,Operador de máquinas
18230769,Ernane Quintero,Bornes,Cuidador de idosos
37186788,Rafaela Amaro,Candal,Nutricionista
84205238,Belmira Dantas,Morais,Especialista em inteligência artificial
67937166,Olinda Feitosa,Vila Velha de Ródão,Contabilista
84203780,Melissa Lagos,Areias,Videógrafo
42189279,N�via Quinaz,Oliveira,Guarda prisional
69791248,Erm�nio Almada,Gémeos,Videógrafo
94369508,Vitorino Barros,Santo André das Tojeiras,DevOps engineer
66296464,Graciete Avellar,Sarzeda,Gestor de e-commerce
67300061,Francelina Peres,Faial,Técnico de recursos humanos
59662060,Cristela Ba�a,Casegas,Veterinário
32154759,Wilian Ata�de,Palhais,Educador social
47574786,Olavo Barbosa,S. Miguel do Rio Torto,Maquinista
11090632,Jocelina �vila,Barreiros,Maquinista
96394422,Le�ncio Carneiro,Canedo,Engenheiro civil
14534480,Leonardo Pires,S. Martinho de Mouros,Engenheiro mecânico
31481983,Bernardete Maia,Seixo de Gatões,Técnico de radiologia
77358013,Arlindo Mor�o,Castelãos,Militar
13399028,Louren�o Val�rio,Gomide,Eletricista
10991196,Junia Camelo,Casal de Ermio,Videógrafo
33264081,Cl�udia Chagas,Penhascoso,Personal trainer
10332355,Obede Mascarenhas,Priscos,Farmacêutico
49700784,Serafim Amarante,S. Martinho de Sardoura,Barman
45775711,Dora Onofre,Maçussa,Enfermeiro
18634112,Justina Almada,Meca,Gestor
17053351,Irene Alancastro,Alcácer do Sal (Sta. Maria do Castelo),Dentista
10684852,Of�lia Zagalo,Alvarenga,Engenheiro industrial
74348778,Cust�dio Anlicoara,Rio de Moinhos,Relações públicas
14998677,Donaldo Vel�zquez,Serreta,Guarda prisional
10704068,Isolda Caiado,Escariz (S. Martinho),Eletricista
33160735,Lisandra Maciel,Segura,Pintor
94540663,Urraca Laranjeira,Airão (S. João Baptista),Gestor de produto
38793148,Idalinda Talh�o,Castelões,Guia turístico
96065287,Ad�lia Pires,Quarteira,Explicador / tutor
18260832,Elizeu Bou�a,Milheirós de Poiares,Fotógrafo
46102105,Firmina Barroqueiro,S. Martinho de Mouros,Cuidador de idosos
48439525,Nivaldo Veiga,Ribeirão,Solicitador
20018506,Damiana Lagoa,Celorico (S. Pedro),Agricultor
39957153,Silvino Hil�rio,Brunhós,Engenheiro mecânico
46207803,Wilson Cort�s,Mioma,Nutricionista
14415976,Domingos Doutis,Benespera,Empregado de mesa
49126052,Clementino Mata,Vermoil,Educador de infância
16934645,Bernardo Marreiro,Aldeia da Ponte,Analista de investimentos
16900775,Adriana Grangeia,Pousaflores,Notário
42663894,Eunice Castello,Vilar Seco,Serralheiro
16965527,Sandro Fonseca,Cinco Ribeiras,Pintor
11925198,Alice Serpa,Gostei,Especialista em marketing digital
26821099,Lita Prado,Gafanhoeiro (S. Pedro),Motorista
44909094,Nat�lia Regodeiro,Gontim,Formador profissional
45634785,Duarte Marins,Gontim,Operador de máquinas
23144134,Manuelina Damascena,Aldeia do Bispo,Carpinteiro
99764354,Leoc�dio Lisboa,Azinhal,Relações públicas
18140378,Francelina Muxagata,Paderne,Soldador
11010251,Virg�lio Bou�as,Cortes,Engenheiro eletrotécnico
28518622,Natividade Zagalo,Vil de Souto,Administrador de sistemas
44223834,Dalva Grillo,Fazenda,Educador social
88682965,Apol�nia Porto,Guardizela,Piloto
38316607,�lvaro Guilheiro,Armil,Formador profissional
25225693,Shirley Noguera,Alvito da Beira,Estafeta
46247064,Em�lio Concei��o,Recardães,Tradutor
49067498,Delfim Bicalho,Soutelo do Douro,Empregado de mesa
89258282,Argeu Chaves,Safurdão,Investigador
21768032,Ros�rio Carmo,Salir do Porto,Tradutor
13100769,Isaura Mour�o,Granja,Ator
11431666,Eduarda Cach�o,Lourosa,Serralheiro
78023699,Thays/Ta�s Saraiva,S. José da Lamarosa,Cabeleireiro
36273329,Luc�lia Torreiro,Lamego (Almacave),Advogado
13741461,Ivone Montenegro,Cedofeita,Engenheiro agrónomo
83295209,Gast�o Mattos,Sandomil,Cozinheiro / chef
24709946,Maur�cia Bri�o,Abaças,Rececionista de hotel
31335767,Amador Farinha,Tabuado,Web designer
71670809,Frederica Varella,Pinheiro de Coja,Investigador
21694370,Dinis Antas,Teixeira,Eletricista
41447011,N�lia Ba�a,Orvalho,Rececionista de hotel
35876267,Jos� Mendes,Carregado,Cabeleireiro
84396149,David Malta,Roriz,Piloto
36660605,Daniela Coitinho,Sta. Lucrécia de Algeriz,Relações públicas
51513931,Bas�lio Domingos,Mindelo,Gestor de produto
25203213,Olinda Fidalgo,Cortes,Fotógrafo
22627347,Abigail Pino,Alfândega da Fé,Bombeiro
66417858,Firmino Couto,Pousada de Saramagos,Solicitador
11304647,Mara Serpa,Alhadas,Operador logístico
15331306,Cl�lia Boaventura,Arco da Calheta,Programador / Desenvolvedor de software
43551183,Dana Lisboa,Lever,Dentista
31705085,Firmino Bastos,Ribamar,Músico
66772958,Delfino Diniz,Portela,Técnico de manutenção
22979041,Justino Quintela,Belas,Freelancer
72571724,Antenor Benevides,Riba de Âncora,Técnico de recursos humanos
10744643,Vanderley Castro,Ançã,Farmacêutico
16004480,Patr�cia Ximenes,Girabolhos,Operador logístico
39718527,Benjamim Pederneiras,Louriçal,Especialista em cibersegurança
17363157,Adorinda Barcelos,Serra,Fotógrafo
37021404,Benedito Salazar,479,Canalizador
39840744,Gabriel Casqueira,Fermentões,Educador de infância
10883491,Estef�nia Quinaz,Safurdão,Jornalista
60568090,Vilela Covinha,187,Gestor de transportes
22283058,Daniela Amado,Quirás,Bombeiro
53700837,Melanie Fi�es,Dornelas do Zêzere,Motorista
32828966,Ros�lia Gravato,Sabugueiro,Comercial / vendedor
42156699,Cl�ber Dias,Mei,Psicólogo
13751970,Felicidade Secadura,S. Bento do Ameixial,Nutricionista
12790903,Victor Trindade,Sosa,Operador de máquinas
64805796,Pedro Galante,Passos,Personal trainer
37518517,Romualdo Fraga,Bonfim,Empreendedor
11580172,Calisto Rosmaninho,Fraião,Dentista
97177369,Irina Cascais,S. Paio de Gramaços,Pescador
15839005,Benjamim Santana,Ferragudo,Empregado de mesa
14240654,Nuno Alvarenga,Mire de Tibães,Bombeiro
18211695,Gabriela Caiado,Travanca de Tavares,Diretor de hotel
18659078,Paulina Mirandela,Reigoso,Soldador
10552571,Augusto Castanho,Atouguia,Freelancer
57270942,Linda Quinta,Coronado (S. Romão),Guia turístico
19615188,Vitorino Cortes�o,Sarraquinhos,Motorista
11863022,Herculano Torres,Palmeira de Faro,Advogado
36962950,Flor�ncia Quaresma,Carrazedo,Jornalista
19859856,Laura Farias,Tinhela,Gestor de produto
23660752,Clementina Ruas,Loureira,Engenheiro civil
16796844,Br�gida Vale,Vila Garcia,Animador turístico
16484001,Benjamim Doutiz,S. João de Negrilhos,Tradutor
36230306,Agostinho Regueira,Fiães,Notário
36040748,Geraldo Palma,Brufe,Estafeta
77309247,Nicole Parafita,Gafanha da Nazaré,Babysitter
27031953,Nicole Varela,Bajouca,Solicitador
29578018,Anita Naz�rio,Fojo Lobal,Freelancer
18713370,Sabina Vilalobos,S. Vicente,Estafeta
22063935,Vanderlei Alvim,Lousada (Sta. Margarida),Enfermeiro
10450545,Clementina Vaz,S. Martinho da Cortiça,Polícia
80805207,Pl�cida Quadros,Santana,Explicador / tutor
25986981,Aur�lio Ruas,Freixeda,Ator
78087266,Hil�rio Palmeira,Amares,Freelancer
71863678,Olavo Cavalheiro,Silveiras,Cabeleireiro
11536894,Naum Palma,Sta. Justa,Cabeleireiro
12596321,Adelino Vergueiro,Serapicos,Gestor de marketing
42173430,Alcione Casado,Mós,Relações públicas
16057401,Vanessa Ornellas,Sequeira,Especialista em inteligência artificial
44340859,Ana Curvelo,S. Paio,Especialista em marketing digital
71884643,Darcy C�mara,Santo António,Professor
49772810,Frederico Arouca,Mata de Lobos,Jornalista
24467371,Avelino Mirandela,Brotas,Rececionista de hotel
15266422,Valesca Ulhoa,Canelas,Explicador / tutor
15140060,Bas�lio Valim,Quinta do Anjo,Gestor de e-commerce
25341058,Melinda Villaverde,Extremo,Polícia
13047745,Louren�o Lucas,Louriçal do Campo,Dentista
14137033,Tatiana Bulh�o,Beça,Técnico de manutenção
40221953,Wilson Betancour,Ribalonga,Auxiliar de ação direta
58777502,Urbano Sesimbra,Almagreira,Técnico de manutenção
13635117,Moacir L�io,582,Engenheiro agrónomo
94840538,Brenda Mieiro,Ovadas,Tradutor
10795269,Isabel Carrilho,Póvoa de Midões,Procurador
15765941,Hildefonso Freitas,Nadadouro,Pedreiro
12292786,Eut�mio Salvado,Couto (S. Miguel),Programador / Desenvolvedor de software
10522903,H�lder Ata�de,Mós,Gestor de produto
88848335,Matilde Castanheda,Marmelos,Estafeta
19045124,Isilda Cerqueira,Antas,DevOps engineer
91171777,Gildo Castelo,Baiões,Contabilista
24488217,Blenda Frias,Madail,Cientista de dados
58400298,Carlota Filgueiras,Meca,Formador profissional
12557939,Nat�rcia Villela,Galegos,Freelancer
69663856,Vital Oliveira,S. Roque do Faial,Professor
67687051,Amadeu Campelo,Casével,Técnico de análises clínicas
46025133,Elvira Salt�o,Santo Estevão,Explicador / tutor
66839235,Belarmino Borges,Serzedo,Personal trainer
62116116,Valdo Guedes,Lamosa,Eletricista
21319655,Belinda Peseiro,Gestaçô,Especialista em inteligência artificial
17681908,Nisa Castanheira,Quintela,Freelancer
16007994,Priscila Quental,Lousa,Gestor de transportes
10123880,Olinda Bairros,Campeã,Escritor
89601923,Walter Quintela,Mira de Aire,Auxiliar de ação direta
11599935,Constan�a Valladares,Aldeia Galega da Merceana,Guarda prisional
79316413,Nicolas Castro,Souto,Freelancer
17050826,Aur�lio Leite,S. Jorge,Ator
14271636,Ismael Rodrigues,Manadas (Sta. Bárbara),Gestor de transportes
73250814,T�mara Sanches,Sobreiro de Baixo,Influenciador digital
21372901,Donaldo Goes,Sete Cidades,Barman
13106283,Linda Lara,Senhora da Saúde,Notário
